,Nickname,LikedByAuthor,CommentText,Date,LikesCount,isBaseComment,RepliesCount,RepliesID
1053,Mariló Guerrero,False,No hay palabras!! Guauuuuuuu!!!,2021-07-01 07:10:03.780129,1,True,0,[]
1054,nina W.O.S.M,False,"We enjoy your song and music, thankyou Coldplay",2021-11-01 07:10:03.781126,0,True,0,[]
1055,Arnold Ronel Escobar Duarte,False,"Это невероятный концерт! Душевный! теплый! Как всегда - БРАВО!!!!!!!!Плакала...

22",2021-06-01 07:10:03.783120,25,True,2,"[1072, 1073]"
1056,Mohammed Alshammari,False,Omg! I'm from Jordan I couldn't even know that Coldplay was here in my cite. If I knew that I would be with them all the time. Unfortunately I lost that moment 😣,2021-09-01 07:10:03.785086,0,True,0,[]
1057,Emily Adams,False,Who dares to downvote this beautiful song!!?,2021-07-01 07:10:03.786118,1,True,0,[]
1058,Alex,False,"0:25 Intro (Sunrise)
2:55 Church     
6:41 Trouble in town
11:20 Broken
13:45 Daddy
18:38 WOTW/POTP
20:40 Arabesque
25:55 When i need a friend
28:10 Guns
30:10 Orphans
33:56 Eko
36:36 Cry cry cry
39:36 Old Friends
43:25 [arabic]
45:20 Champion of the Wolrd
49:18 Everyday Life",2021-03-01 07:10:03.787081,49,True,2,"[1074, 1075]"
1059,Karen Navarro Rengifo,False,"Despues de 1 año,  recuerdo aún cuando esperé el vivo 😭😭 ahora volverlo a escuchar Dios tantas emociones encontradas🥺, sobretodo justo cuando  todo el mundo empezaba a saber del COVID-19 , cuántos nos alegra la vida mi querido grupo nunca me canso de escucharlo 🎶🎼🎵junto a mis hijos  siempre disfrutamos de sus melodías 🤩🥳al ver este vídeo solo cierro los ojos y me traslado al sitio donde tocaron todo hermoso 😍todas las personas que les acompañaron , waoo  como si  los angeles  estarían cantando alrededor de uds. Y ese hermoso amanecer 😌🙏🏻 único realmente ...😱 solo queda decir  FOREVER COLDPLAY ❤️ ❤️ 😌🙌🏻 un fuerte abrazo desde Perú 🇵🇪😘",2021-12-01 07:10:03.789075,0,True,1,[1076]
1060,ניר גאון,False,"Love coldplay, I would love to see them in a show in Masada Israel some day, show your love to Israel!!!",2021-10-01 07:10:03.791100,0,True,0,[]
1061,Wanda Fischetti,False,MAGIC SONG AND PLACE FOR MY BIRTHDAY THANK YOU COLDPLAY LOVE,2021-05-01 07:10:03.794091,2,True,0,[]
1062,Irminastyle,False,This is beautiful. Thank you.,2021-08-01 07:10:03.795088,0,True,0,[]
1063,Aquila Notte,False,..... magiaaa .... sorprendono sempre .... musica che incanta sia all'alba che al tramonto .... grandi ... !!!!,2021-05-01 07:10:03.797054,0,True,0,[]
1064,Pietro Galvagni,False,This is one of the most beautiful live show I have ever seen,2021-03-01 07:10:03.798092,52,True,3,"[1077, 1078, 1079]"
1065,Александр Свирко,False,красавцы!,2022-02-28 07:10:03.799049,0,True,0,[]
1066,JF82,False,"Wow, this is so special, weir, deep and beautiful, many sensations, i like it , thanks Coldplay, i'm from Chile",2021-09-01 07:10:03.801043,0,True,0,[]
1067,Cleuza Regina de Oliveira Ponce,False,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🙌🙌🙏🙏❤,2021-07-01 07:10:03.803038,1,True,0,[]
1068,antoine bibi,False,"About trouble in town, think it's probably Johnny Buckland's best live solo here, one of the greatest track in coldplay carreer for sure, evoques Prospket's march era. i really got tears when i saw that coldplay spirit and beauty were not dead yet.",2022-02-01 07:10:03.804035,0,True,0,[]
1069,Aida Gust,False,loved it !,2021-08-01 07:10:03.806031,0,True,1,[1080]
1070,Patricia Smith,False,"This music heals my heart and soul ..truly my favorite of  all time,,every single word is  fully  positive and healing of broken drama .love ,love,love,COLDPLAY!!!!THANKYOU FOR YOUR MUSIC!!!",2021-03-01 07:10:03.808054,25,True,0,[]
1071,Lê Gia Khánh,False,still a masterpiece,2021-08-01 07:10:03.810019,0,True,0,[]
1072,Lyonya Batalov,False,орнул,2021-07-01 07:10:04.013493,1,False,0,[]
1073,Nadya Kostenko,False, @Lyonya Batalov  хохотнула 😂👍,2021-07-01 07:10:04.014494,0,False,0,[]
1074,Frank,False,"""intro"" is actually called Sunrise and ""sunset"" is actually called Guns 👍👍",2021-03-01 07:10:04.215479,2,False,0,[]
1075,Alex,False,"fixed, thanks  @Frank ",2021-03-01 07:10:04.216451,0,False,0,[]
1076,ONNIE TALONE,False,"wow, thik u said thanks  I needed that with this mess  of a virus that can be stopped it is only a germ? >3",2022-01-01 07:10:04.407396,0,False,0,[]
1077,Imaginative Ideations,False,"Your YouTube picture is an album masterpiece! Coldplay are my 2nd favourite band, but LP are in my 3rd favourite, and Iridescent is one of my all time favourite songs! Just had to say that, because I appreciate masterpieces being deservedly recognised.",2021-03-01 07:10:04.625650,7,False,0,[]
1078,Pam Olver,False,Such a beautiful and powerful voice he is amazing words so meaningful how does he do it so so talented,2021-03-01 07:10:04.626620,1,False,0,[]
1079,Daniel Benson,False,"Absolutely love this & coldplay!! Really don't know why they get the haters when all they do is produce great music no swearing,  no racism,   no derogatory lyrics just spreading happiness & joy to the world 💯✌❤",2021-03-01 07:10:04.627617,0,False,0,[]
1080,Christopher Anthony John Martin,False,"Hello Greetings
Thanks for your likes and comments on my official fan page I have noticed you.so I would appreciate if you contact me privately on my email address so that we can discuss
Email: christopheranthonyjohnmartin3@mail.com",2021-08-01 07:10:04.822470,0,False,0,[]
1081,ThatGirlRelatable,False,This album brings me so much joy that my eyes just well up in tears.❤❤❤,2021-03-01 07:10:05.163925,9,True,0,[]
1082,Durgham Darwazeh,False,Magical places only perceived by magical people. Thanks Coldplay for choosing Jordan as the last station of your magical trip.,2022-02-01 07:10:05.165944,0,True,0,[]
1083,André Braga,False,Que sorte dos meninos e meninas que assistiram ali ao vivo com eles.,2021-07-01 07:10:05.167939,38,True,1,[1101]
1084,Andy Herrera,False,AWESOME !!,2022-02-08 07:10:05.168936,0,True,0,[]
1085,Fatima Bertolino,False,"Muito bom esse álbum coldplay, meninos de Luz.😍😍😍😍👏👏👏👏",2022-02-01 07:10:05.169936,2,True,0,[]
1086,Jad Bourji,False,Love this part 10:25,2021-06-01 07:10:05.171905,0,True,0,[]
1087,Brandon puerta polo,False,"Una sola palabra los describe ""AMOR"" y el universo se siente agradecido por tener seres que manifiesten sin importar nada este sentimiento inconmensurable <3 <3 <3 amo Coldplay, amo su música, amo su ser.",2021-03-01 07:10:05.173899,10,True,0,[]
1088,Claudia Bousquet,False,"wow, beautiful project, I'm not used to listen to you, but that concert it's a beautiful sweet and happy pray. Thank you for spending your time, money and fame with that kind of concert.Gratefull",2021-08-01 07:10:05.174931,0,True,0,[]
1089,Rajeev Nair,False,I love this band,2021-09-01 07:10:05.176892,0,True,0,[]
1090,Tony Taylor,False,"The song 'Daddy' put tears in my eyes thinking of my Father that passed 3 years ago age 89.I so sadly miss him as he was in the middle East of Palestine in the Police force 1947-late 49 serving his duty. This beautiful song and the recording of all to create the peace we all want and for what my Father wanted says it all, Thank you Coldplay to serve this in Jordan as we cannot thank you enough for their music we all love,  True legends live on. Peace, Love  & Unity",2021-06-01 07:10:05.178914,1,True,0,[]
1091,Lucie Lafitte,False,"Subliiiiiiiiiiiiiiime ♥️♥️♥️♥️♥️♥️♥️♥️
Merci merci à l’infini",2021-10-01 07:10:05.180880,0,True,0,[]
1092,Leeloo Lucena,False,"Coldplay it’s finally going back to its natural form, to what they are supposed to be ...",2021-05-01 07:10:05.181914,16,True,1,[1102]
1093,Jo Cesar Lobaton,False,i love you guys. your music has change my life.,2021-03-01 07:10:05.183905,9,True,0,[]
1094,Tran Stu,False,This set warm me up during cold mornings.,2021-11-01 07:10:05.184869,0,True,0,[]
1095,Eric Pomerantz,False,"Merci a tous les participants de tout cette Amour . Chris - coldplay group , Respect and Much Love.",2022-02-25 07:10:05.185867,0,True,0,[]
1096,Ade Budiman,False,the intro is amazing,2021-06-01 07:10:05.187890,1,True,0,[]
1097,Gabriel Battistini,False,beautiful moment!! congrats boys,2022-02-21 07:10:05.189857,0,True,0,[]
1098,Ayezel Ganguly,False,this entire album is gold,2021-06-01 07:10:05.191851,2,True,0,[]
1099,Cinephile Buddy,False,"Chris Martin , You're the best singer and a person I've ever seen. I am just addicted to your songs.Love u man.🙏",2021-03-01 07:10:05.192848,21,True,1,[1103]
1100,Marilo L M,False,"Esta primera canción del álbum me traslada al principio de 2020 y el comienzo de las restricciones en mi pais, España, de echo cuando comenzamos a empezar a salir del primer confinamiento, daba largos paseos por la playa, y el comienzo del álbum me hacia llorar, ya la segunda canción me invitaba a caminar y no pensar, solo escuchar un gran albúm que en mi opinión no tiene desperdicio. Hoy 20 meses después, vuelvo a escuchar el álbum desde el principio y me evoca un rezo a nuestra energía superior, en mi caso un canto a Dios, una plegaria por todos los fallecidos y un gracias por todos que lo hemos superado, solo es mi opinión. Un álbum espectacular!!!!",2021-12-01 07:10:05.194867,2,True,0,[]
1101,Deyvis Pucho ccallo,False,eu voi sei stupidiño,2021-08-01 07:10:05.411981,0,False,0,[]
1102,Christopher Anthony John Martin,False,"Hello greetings
Thanks for your likes and comments on my official fan page I have noticed you.so I would appreciate if you contact me privately on my email address so that we can discuss
Email: christopheranthonyjohnmartin3@mail.com",2021-08-01 07:10:05.595785,0,False,0,[]
1103,Jodi Michelle Schoenherr,False,♥♥♥💝,2021-03-01 07:10:05.784663,1,False,0,[]
1104,M. Alexandre Castro,False,"You can always expect healing, creativity, wellness, love, human heat, positiveness, hope, spiritualism, etc etc and a huge ray of sunlight shining down your soul, from this amazing group. Thank you Coldplay. I am sure you must feel truly blessed you (Coldplay) see all these great comments. LIFE MISSION ACCOMPLISHED.",2021-03-01 07:10:06.121790,14,True,2,"[1124, 1125]"
1105,Yuulylife,False,Lo amo x 100💕❤,2021-10-01 07:10:06.124782,0,True,0,[]
1106,Islam Shah,False,This album 💕💕💕,2022-02-15 07:10:06.126777,0,True,0,[]
1107,Karen Smith smith,False,Love you guys xx Thanks guys keep this town a real one .,2021-06-01 07:10:06.128771,0,True,0,[]
1108,Polyanne Caetano,False,"Sinto que não haveria momento melhor pra esse álbum ser lançado, depois do início da pandemia eu me apeguei TANTO à esse álbum, sou enfermeira e dentro dos hospitais com uma porção de gente doente e morrendo de COVID, eu me pegava cantarolando os versos da canção Everyday Life, pq não independente do que se passava, nascia uma fé em mim quando ouvia essa canção que me dava esperança de dias melhores. Champion of the World eu dediquei para a mulher que eu amava e que infelizmente perdi, mas no meu peito, ela sempre será a the best. Obrigada, Coldplay, obrigada Chris por tanta sensibilidade com o mundo e com quem vive nele, pela conexão com a fé e por tanta poesia pura que você escreve de um jeitinho que só você sabe.",2022-01-01 07:10:06.130765,0,True,0,[]
1109,Mustofa Abdani,False,"Everyday Life as last song likes dangdut in beats, very cool. Superb for Coldplay and the team behind the scene !",2021-07-01 07:10:06.132760,0,True,0,[]
1110,marlena hutapea,False,"Dear Coldplay 
thank you for making life more beautiful with the songs you created.. 💕",2021-04-01 07:10:06.134755,8,True,0,[]
1111,Virginia cardoso,False,Eu AssistI ao Coldplay quando eles eram  uma pequena Banda No Downpop  Hellendoorn Nederland Holanda !!!Saudades de vocês Garotos!!!!,2021-07-01 07:10:06.136749,3,True,0,[]
1112,Ethel Da Costa,False,I love this album too,2021-11-01 07:10:06.137747,0,True,0,[]
1113,riccardo gasperoni,False,They bring me in a world without frontiers,2021-11-01 07:10:06.139741,0,True,0,[]
1114,Ana Carla,False,"E do nada ele diz ""Obrigado"" e eu que já sou cadelinha dele fico toda derretida 😍😍😍😍",2021-08-01 07:10:06.142735,30,True,5,"[1126, 1127, 1128, 1129, 1130]"
1115,Stefan .Grancharov,False,I've witnessed perfection!,2021-06-01 07:10:06.144728,0,True,0,[]
1116,Vicky Hardian,False,"I lost my father during first cov’19 outbreak. 
This song (Daddy) now is my kryptonite but also a hymn to remember him😭",2021-05-01 07:10:06.146723,23,True,2,"[1131, 1132]"
1117,Anwar Hossain Zahid,False,I think it is the best album of cold play so far,2021-12-01 07:10:06.148717,0,True,0,[]
1118,Iohan Silva,False,"a cidade da Jordânia ao fundo como palco de todo esse álbum. O Sunrise nos abrilhantou com o nascer do dia, culminando com.a última canção Every day life..A canção me.toca pessoalmente porque ficou como recordação da minha mãe.",2022-01-01 07:10:06.149715,3,True,1,[1133]
1119,olga fro,False,like I ve been there with you. Great performance!,2021-06-01 07:10:06.151711,0,True,0,[]
1120,maru altamirano,False,Amazing video!!! 🇲🇽,2022-02-08 07:10:06.153704,0,True,0,[]
1121,lenaz,False,"TIMECODES FOR SONGS
0:36 Sunrise
2:48 Church 
6:40 Trouble in Town
11:10 Broken
13:42 Daddy
18:34 WOTW/POTP
20:20 or 20:30 Arabesque
25:50 When I need a friend
27:40  or 28:00 Sunset Guns
30:07 Orphans
33:40 Eko
36:35 Cry Cry Cry
39:35 Old Friends
41:53 Bani Adam
43:22 speech of a woman
45:17 Champions of the World
49:13 Everyday life",2022-01-01 07:10:06.154701,0,True,1,[1134]
1122,Veemon,False,Coldplay did it again. They dug deep and produced another masterpiece  !,2021-03-01 07:10:06.156697,22,True,1,[1135]
1123,Alicia Mo,False,👏👏👏❤❤,2021-07-01 07:10:06.157693,0,True,0,[]
1124,Leposava Petrovich Rios,False,I Love & agree all that you have said about my favourite band Coldplay! Is impossible not Love all they have do & I hope all they could do! Thank you so much for your beautiful words that are for sure what any real fans @Coldplay would say! Stay. safe! ❤,2021-03-01 07:10:06.358615,1,False,0,[]
1125,M. Alexandre Castro,False," @Leposava Petrovich Rios   One can't never say enough about them. Thank you, you too stay safe ;-)",2021-03-01 07:10:06.359612,0,False,0,[]
1126,Christopher Anthony John Martin,False,"Hello Greetings
Thanks for your likes and comments on my official fan page I have noticed you.so I would appreciate if you contact me privately on my email address so that we can discuss
Email: christopheranthonyjohnmartin3@mail.com",2021-08-01 07:10:06.575352,1,False,0,[]
1127,Mellina Almeida,False,SIMMMMM,2021-09-01 07:10:06.577338,0,False,0,[]
1128,Anne Raisa Costa,False,Em que parte ele fala isso? <3,2021-09-01 07:10:06.579332,0,False,0,[]
1129,Jorge Navarrete herrera,False,Whats up,2021-09-01 07:10:06.581298,0,False,0,[]
1130,Ana Carla,False, @Anne Raisa Costa  ele começa a agradecer a partir  49:20,2021-09-01 07:10:06.582325,1,False,0,[]
1131,Sobin Thomas,False,Same here,2021-05-01 07:10:06.797787,0,False,0,[]
1132,Relisna Nainggolan,False,Keep strong.,2021-05-01 07:10:06.799781,1,False,0,[]
1133,Tia Brícia,False,Minha mãe partiu dia 06.02.2020 e coincidentemente me veio lembranças dela.,2022-01-01 07:10:06.986209,0,False,0,[]
1134,ONNIE TALONE,False,huh,2022-02-01 07:10:07.163130,0,False,0,[]
1135,Ohne B.,False,Yes they did 🎊,2021-03-01 07:10:07.365280,0,False,0,[]
1136,Peace Seleke,False,"i am a simple man, i see Coldplay.. i click, like and share. 

its the little things that change the World",2021-03-01 07:10:07.925319,129,True,1,[1156]
1137,ka N,False,Truly beautiful .,2021-12-01 07:10:07.927286,0,True,0,[]
1138,Luis Russo,False,Amazing...bless you all...🙏,2021-11-01 07:10:07.929280,0,True,0,[]
1139,Angela Mitten,False,Lots of love to coldplay 💓💜😄❤🙏,2021-05-01 07:10:07.930277,0,True,0,[]
1140,Gaetano Capitti,False,Che dire!! Semplicemente unici..... Non dimentico il concerto di Milano....,2022-02-01 07:10:07.932301,0,True,0,[]
1141,prof. Lorenzo Valenti IC8 - BO,False,Meravigliosi questi ragazzi dalla grande umanita e dalla sempre grande ispirazione.,2021-06-01 07:10:07.933269,0,True,0,[]
1142,Thiago Bezerra,False,"""Arabesque"", ""Broken"" and ""Cry, Cry, Cry"" are masterpieces!",2021-03-01 07:10:07.934266,43,True,3,"[1157, 1158, 1159]"
1143,Sanatha Nimis,False,These guys teach me things and I have been around  Much love,2021-12-01 07:10:07.936261,0,True,0,[]
1144,Joe Huang,False,beautiful and that's all we need to say,2021-09-01 07:10:07.938256,0,True,0,[]
1145,Silvia Alexandre Cordeiro,False,🌹🌎🌍🌏🌝🌙Parabéns por amar a música e a Humanidade. Muito obrigada por existir. Que Deus te proteja todos os dias. 🌝🌙🌎🌍🌏🌹,2021-06-01 07:10:07.940251,4,True,0,[]
1146,Albertina Camus,False,Magnificence of Sunrise and sunset,2021-09-01 07:10:07.942247,0,True,0,[]
1147,Estelle Ogier,False,Fantastique !,2021-06-01 07:10:07.944269,0,True,0,[]
1148,Fabiano Schmitz,False,Nosso planeta precisa de bandas como essa . Sempre desafiando o senso comum. Beleza que nunca para !,2021-04-01 07:10:07.946263,10,True,0,[]
1149,Thelma de Araujo Soares,False,... Sem adjetivos para tanto!!!!!!!!!!!!!!!! Love Coldplay!!!!!!!!!!!!!!!!!,2021-08-01 07:10:07.947232,2,True,0,[]
1150,Dianne Haist,False,each song is as special as they are- fantastic,2021-07-01 07:10:07.949227,0,True,0,[]
1151,Luciana Araujo,False,DVD emocionante,2021-11-01 07:10:07.950224,0,True,0,[]
1152,alex_vom_rhein,False,Best album since X&Y <3,2021-11-01 07:10:07.952220,0,True,0,[]
1153,Nur Maulida,False,This is amazing,2021-06-01 07:10:07.954213,0,True,0,[]
1154,David Ceeya,False,For all the others who also constantly feel the hurt and pain of the world know that you aren't  alone. We are all in this together and we can become even greater. Much love.,2021-03-01 07:10:07.955211,32,True,1,[1160]
1155,Laurent Chauvin,False,magnifique🎆,2022-02-01 07:10:07.957206,0,True,0,[]
1156,A Soul's Condition,False,:),2021-03-01 07:10:08.149528,1,False,0,[]
1157,tania letizia gobbett,False,I agree,2021-04-01 07:10:08.344201,1,False,0,[]
1158,Jegan Kandiah,False,I reckon the whole album is 1,2021-05-01 07:10:08.346194,3,False,0,[]
1159,Tânia Freitas,False,277o8óookķi8,2021-05-01 07:10:08.348164,0,False,0,[]
1160,Miss Li,False,"David Ceeya Danke, deine Worte berühren mich sehr! Alles Liebe",2021-03-01 07:10:08.570283,1,False,0,[]
1161,Akash Saini,False,"There never was, nor will there ever be, anything quite like Coldplay",2021-05-01 07:10:08.870383,9,True,0,[]
1162,Alejandro Longopas,False,I like the multicultural spirit of Chris Martin!,2021-11-01 07:10:08.872357,1,True,0,[]
1163,wowi dl,False,진짜 정점인 앨범이다.. 감탄밖에 안나온다,2021-08-01 07:10:08.874374,0,True,0,[]
1164,C H R I S L O R,False,"Someone needs to attach this comment  


0:36 Sunrise
2:48 Church 
6:40 Trouble in Town
11:10 Broken
13:42 Daddy
18:34 WOTW/POTP
20:20 or 20:30 Arabesque
25:50 When I need a friend
27:40  or 28:00 Sunset Guns
30:07 Orphans
33:40 Eko
36:35 Cry Cry Cry
39:35 Old Friends
41:53 Bani Adam
43:22 speech of a woman
45:17 Champions of the World
49:13 Everyday life",2022-01-01 07:10:08.876344,0,True,0,[]
1165,María Celeste Saldana Ramírez,False,I have no words to describe the place where this song takes me!,2021-08-01 07:10:08.879335,0,True,0,[]
1166,veleroypake1,False,Amazing 😁😁😁 Thanks,2021-08-01 07:10:08.880364,1,True,0,[]
1167,Danny M,False,The song Daddy is just to incredible. Having lost my best friend not to long ago I can Imagine his little 4 year old daughter singing,2021-03-01 07:10:08.882356,19,True,0,[]
1168,Casimir Vargas,False,A Blessing to me. Thank you,2022-01-01 07:10:08.883325,1,True,0,[]
1169,shireen banu,False,Wow this song is soo beautiful,2021-12-01 07:10:08.885378,0,True,0,[]
1170,Roberto Jose Cerpa Castro,False,De  lo sublime  lo infinito. y mas alla...,2021-06-01 07:10:08.887373,1,True,1,[1181]
1171,Jo P,False,"C'est vraiment envoûtant. Quelles images , ce lever de soleil sur une des villes berceau de l'humanité.",2021-12-01 07:10:08.888370,0,True,0,[]
1172,jose elimeri que medina,False,"LO SIENTO, TENGO  LA EDAD INCORRECTA DE MOLESTARLES, SON GRANDES COLPLAY, GRACIAS",2021-05-01 07:10:08.890365,0,True,0,[]
1173,Guillermo Islas,False,"Esta hermosa presentación ha cumplido un año y en verdad sigue teniendo la misma fuerza que la primera vez.
Gracias Coldplay por siempre regalarnos algo de esperanza cuando ni siquiera sabemos que la necesitamos, son grandes.
Hoy el mundo necesita de eso y ustedes nos lo dan, ¡Thank you so much!
Believe in love 🌙☀️",2021-03-01 07:10:08.892360,13,True,1,[1182]
1174,Jaime,False,I ch I think I've never heard more I don't t❤️hink I've ever heard anything more beautiful. It's so beautiful that you exist. Keep it up,2022-02-01 07:10:08.894385,0,True,0,[]
1175,Susan Lawrence Anderson,False,"Totally
They made it with no intentions of touring.  Did hardly any promo.  I was lucky enough to see them 🎭 at the National History Museum was incredible 👏🙌😍",2021-08-01 07:10:08.895352,4,True,2,"[1183, 1184]"
1176,claudia del Campo,False,Me eleva el espíritu. Es lo máximo,2021-06-01 07:10:08.897346,0,True,0,[]
1177,Jane Harmer,False,Brilliant!!!,2021-12-01 07:10:08.899341,0,True,0,[]
1178,wlbw1,False,"1)A Rush Of Blood to the Head
2)Parachutes
3)Viva La Vida
4)Everyday Life
5)X & Y
6)Mylo Xyloto
7)Ghost Stories
8)A Head Full of Dreams",2021-08-01 07:10:08.900338,2,True,1,[1185]
1179,Eduarda Botelho,False,Não sei como não ser apaixonada nesse som. Que live ❤️🇧🇷,2021-03-01 07:10:08.901336,17,True,0,[]
1180,Corinne Pistolesi,False,C'était genial,2021-12-01 07:10:08.903330,0,True,0,[]
1181,pepi casado toro,False,Justo ahí estamos con esta música. 👍👍👍👍,2021-06-01 07:10:09.095789,0,False,0,[]
1182,Angel Ropero,False,"Asi es, un año en que han pasado muchas cosas, pero a pesar de todo seguimos teniendo esperanza, y este concierto ayuda a alimentarla",2021-03-01 07:10:09.294007,0,False,0,[]
1183,Neil Aylward,False,That must of been incredible.,2021-09-01 07:10:09.476550,0,False,0,[]
1184,Susan Lawrence Anderson,False, @Neil Aylward  Thank you it was a special moment in time that went so quick.,2021-09-01 07:10:09.478574,0,False,0,[]
1185,M B,False,"1: a rush of blood to the head
2: x&y
3: everyday life
4: viva la vida
5: parachutes
6: a head full of dreams
7: mylo xyloto
8: ghost stories
(Sorry ghost stories, I still love you)",2021-08-01 07:10:09.664214,0,False,0,[]
1186,Ana Paula Y. Soares,False,"Entrando 2021 com esse som que vibra amor e me enchendo de esperança pela cura da humanidade. ""Cura d' alma e coração.""",2021-03-01 07:10:09.966217,16,True,0,[]
1187,Yunuen Martinez,False,Es una obra de arte,2021-09-01 07:10:09.968182,0,True,0,[]
1188,Adam Hansen,False,A beautiful piece for humanity.,2021-09-01 07:10:09.970177,0,True,0,[]
1189,Ivo Fernando Passos,False,fantastico bravo ...,2021-07-01 07:10:09.972172,0,True,0,[]
1190,Sylvie coric,False,"Magnifique,when i hear this i feel like a  Princess of DISNEY. Thanks",2022-01-01 07:10:09.973169,0,True,0,[]
1191,Alec Art,False,♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥ I ♥ this music !,2021-06-01 07:10:09.975163,0,True,0,[]
1192,Marisol,False,"It is so magnificent to listen to my Coldplay, I always cry with his songs and not because of sadness but because he transmits so many beautiful feelings to me I love you Coldplay ❤️😭",2021-04-01 07:10:09.977181,33,True,0,[]
1193,leito71,False,I loved to see  another city of Jordan! Always Petra!!!!!!...only Coldplay have this sensivity.thanks,2022-02-01 07:10:09.979189,0,True,0,[]
1194,Fahad Huda,False,Easily their best album since Viva la Vida or Death and All His Friends,2021-12-01 07:10:09.981147,0,True,0,[]
1195,Roxana Rojas Colmenares,False,"Coldplay ,deleite para mis oídos y todo mi ser ,q escenario !!!😆",2021-06-01 07:10:09.982174,0,True,0,[]
1196,enzomacintosh,False,Bellissimo emozionante ....,2022-02-28 19:10:09.984168,0,True,0,[]
1197,Selly Rossi,False,"wow, musica unica",2021-05-01 07:10:09.985137,0,True,0,[]
1198,Alicia Scott,False,This is so beautiful. It gets me every time!,2021-03-01 07:10:09.987131,8,True,0,[]
1199,Nello Prevosto,False,Un piccolo grande capolavoro!,2021-08-01 07:10:09.988128,0,True,0,[]
1200,Mogi Mahardhika,False,The Best Coldplay Album.,2022-02-01 07:10:09.990123,0,True,0,[]
1201,Norbert Elsinghorst,False,"❤️liches Dankeschön!

💜",2021-11-01 07:10:09.992120,0,True,0,[]
1202,IIIIIlllllll,False,아침에 떠오르는 태양처럼 열정 가득 크리스마틴님^^슈트 입으신 모습도 무척 멋있으시고 하늘구름과 피아노 치시는 모습이 한폭의  멋진 그림을 보는듯 황홀합니다,2021-12-01 07:10:09.994139,0,True,0,[]
1203,Fertay,False,orphans has the vibe that coldplay fans like !! we need more music with this vibe🦋,2021-06-01 07:10:09.996107,4,True,0,[]
1204,Samuele Borsò,False,Welcome to new music’s dimension people! How peaceful and beautiful!,2021-03-01 07:10:09.997105,8,True,0,[]
1205,Brigitte Endres,False,❤ ein reiner Segen diese Musik hören und fühlen zu dürfen. DANKE.,2021-12-01 07:10:09.998102,0,True,0,[]
1206,Paola Rojas,False,"This is a kinda perfect way to spend almost an hour
Loving the music, voice, lyrics, video, everything",2021-03-01 07:10:10.328447,12,True,0,[]
1207,Amarta Dika Ekaprasetya,False,amazing & afdorable vibe..,2021-10-01 07:10:10.330441,0,True,0,[]
1208,Miguel Angel Martinez,False,Thanks Coldplay! 🙏❤️,2021-08-01 07:10:10.331440,0,True,0,[]
1209,Hemanta kakati,False,"Jordan is beautiful, I would like to visit someday!",2021-06-01 07:10:10.333482,1,True,0,[]
1210,Laura Gallizia,False,Opera Meravigliosa!,2021-07-01 07:10:10.335478,0,True,0,[]
1211,Wesley Fidelis,False,#Lindo #de #Mais 💓 só assim pra nós esquecer essa tragédia de COVID 21,2021-06-01 07:10:10.336473,7,True,1,[1226]
1212,Ayush Agarwal,False,"And for 1 hour, everything was okay.",2021-03-01 07:10:10.337471,1400,True,18,"[1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235, 1236, 1237, 1238, 1239, 1240, 1241, 1242, 1243, 1244]"
1213,Jkm,False,One of the last few bands that still care about the ALBUM.,2021-09-01 07:10:10.339437,0,True,0,[]
1214,mi mic,False,Beautiful ... Greetings from the Czech Republic,2022-02-15 07:10:10.340434,0,True,0,[]
1215,Nomi Valsi,False,Coldplay is life expressing itself in music. l love you guys forever motr.,2021-05-01 07:10:10.343428,3,True,0,[]
1216,Houston Cloer,False,Beautiful,2022-02-15 07:10:10.344424,0,True,0,[]
1217,Karindra Muliaputra,False,Thank you for this 😊,2022-01-01 07:10:10.346418,1,True,0,[]
1218,Martín Marchetti,False,October 2020 and I still can't believe this amazing live version 🌙☀️,2021-03-01 07:10:10.347446,14,True,0,[]
1219,Josart Florez,False,Y esto los nominó a mejor disco del año en los Grammys Señores !,2021-12-01 07:10:10.349441,0,True,0,[]
1220,MOHAMED TIJANI,False,ما شاء الله عليك الصوت الجميل مشاعر وخلابه احسنت صوت من جميل تحياتي Marocco,2021-08-01 07:10:10.350432,1,True,0,[]
1221,FORESTER LIFE,False,涙が出てくる、最高！,2021-05-01 07:10:10.352402,0,True,0,[]
1222,christian faure devaud,False,La musique donne la PAIX au monde !,2021-08-01 07:10:10.354397,1,True,0,[]
1223,La Pomme Rouge ,False,"Only one word ""WOW"" !!!",2022-02-01 07:10:10.355394,0,True,0,[]
1224,lili roy,False,"Dear Coldplay,
the world is so much better with you in it ❤️",2021-03-01 07:10:10.356392,17,True,0,[]
1225,Ellie Cas,False,"Coldplay....
Aunque tengo poco de conocer a Coldplay através de BTS, me ha gustado mucho esta presentación en el Jordan.
Ya escuché varias de sus canciones y las letras y música son muy buenas.
Es la primera vez que elijo a unas bandas como preferidas Coldplay y BTS. 👍👍💜💜💜❤️❤️❤️",2021-10-01 07:10:10.358415,0,True,0,[]
1226,Isylium,False,learn he's last music :),2021-06-01 07:10:10.552908,0,False,0,[]
